id,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
223159,652,0,1,41.0,8,0.0,2,1.0,0.0,121551.93
223160,627,2,0,26.0,9,0.0,2,1.0,0.0,104719.5
223161,754,2,0,39.0,4,0.0,1,0.0,0.0,176750.81
223162,678,1,1,34.0,7,139986.54,2,0.0,0.0,147055.87
223163,709,0,1,37.0,7,138053.79,1,1.0,1.0,103603.65
223164,721,2,0,35.0,4,0.0,2,0.0,1.0,147938.43
223165,602,0,0,43.0,5,0.0,1,1.0,0.0,122925.4
223166,754,0,1,30.0,5,127187.86,1,1.0,1.0,113553.42
223167,582,0,1,26.0,2,0.0,2,1.0,0.0,122925.4
223168,754,2,1,34.0,2,0.0,2,1.0,0.0,143711.02
223169,699,0,0,41.0,8,0.0,2,1.0,1.0,57553.98
223170,636,1,1,50.0,6,107363.73,1,1.0,1.0,58877.0
223171,754,0,0,34.0,10,112610.77,1,0.0,1.0,59865.57
223172,547,0,1,33.0,8,0.0,2,1.0,1.0,20955.03
223173,586,2,0,40.0,5,0.0,2,1.0,0.0,51703.12
223174,554,0,1,40.0,2,0.0,1,0.0,1.0,81429.68
223175,545,1,0,43.0,3,123331.36,1,0.0,1.0,137065.94
223176,678,0,0,50.0,1,0.0,1,1.0,1.0,176750.81
223177,544,0,1,43.0,6,139986.54,1,1.0,0.0,169984.92
223178,707,0,1,28.0,10,0.0,2,1.0,0.0,56794.73
223179,663,2,0,29.0,8,0.0,2,1.0,0.0,176750.81
223180,639,1,0,39.0,1,127655.28,1,1.0,0.0,122433.09
223181,654,0,1,32.0,9,0.0,1,0.0,0.0,133653.38
223182,595,0,0,31.0,8,120962.59,1,0.0,0.0,23305.01
223183,699,0,1,36.0,7,139986.54,1,1.0,1.0,157900.72
223184,603,0,1,44.0,7,139986.54,1,1.0,0.0,137519.92
223185,631,1,0,48.0,5,121898.82,1,0.0,0.0,131007.18
223186,732,1,0,32.0,9,136855.88,2,1.0,1.0,147511.39
223187,651,0,0,34.0,4,91562.99,1,1.0,1.0,123954.15
223188,667,2,1,31.0,7,124593.95,1,1.0,0.0,169964.03
223189,586,0,1,28.0,9,139986.54,1,1.0,0.0,62811.03
223190,679,0,1,35.0,1,89571.61,1,1.0,1.0,174958.27
223191,639,0,1,40.0,1,0.0,1,1.0,0.0,174772.19
223192,711,0,0,48.0,2,0.0,2,1.0,1.0,50368.63
223193,544,2,0,45.0,7,0.0,1,1.0,0.0,118913.53
223194,705,1,1,39.0,9,90696.78,2,1.0,1.0,105533.96
223195,718,2,1,50.0,4,0.0,1,1.0,1.0,176750.81
223196,752,0,1,43.0,7,0.0,1,0.0,0.0,86791.9
223197,701,0,1,39.0,9,139986.54,2,1.0,1.0,146651.99
223198,523,0,1,43.0,9,0.0,2,1.0,1.0,176750.81
223199,635,0,1,50.0,5,0.0,1,1.0,0.0,116977.06
223200,662,1,1,33.0,5,133767.18,1,1.0,0.0,161058.52
223201,724,0,1,36.0,5,121801.72,1,1.0,1.0,162501.65
223202,652,1,0,40.0,2,124577.33,2,1.0,1.0,176750.81
223203,711,1,1,40.0,4,128743.55,1,1.0,1.0,143783.46
223204,754,1,0,50.0,1,81571.05,1,1.0,1.0,176750.81
223205,603,2,0,43.0,7,0.0,1,0.0,1.0,112442.63
223206,754,0,0,26.0,8,139986.54,1,1.0,1.0,130639.01
223207,649,0,1,41.0,1,0.0,1,1.0,0.0,143463.28
223208,730,2,1,37.0,9,0.0,1,1.0,1.0,133086.45
223209,619,2,1,30.0,4,0.0,2,1.0,1.0,41970.02
223210,754,0,1,45.0,4,73023.17,2,0.0,0.0,161671.15
223211,754,2,1,26.0,10,0.0,1,0.0,0.0,129590.18
223212,602,0,0,38.0,1,110822.9,2,0.0,0.0,171070.44
223213,651,2,0,36.0,8,0.0,2,1.0,0.0,79618.79
223214,586,0,1,35.0,3,0.0,2,0.0,0.0,176750.81
223215,735,1,0,50.0,3,139986.54,1,1.0,1.0,141175.74
223216,628,1,0,27.0,0,100275.88,1,1.0,0.0,176750.81
223217,653,1,0,48.0,8,126773.43,1,0.0,0.0,142871.27
223218,543,0,0,39.0,9,0.0,2,0.0,0.0,110900.43
223219,741,0,1,30.0,7,0.0,2,1.0,1.0,176750.81
223220,754,0,1,32.0,2,0.0,1,0.0,1.0,176750.81
223221,754,0,0,32.0,8,0.0,2,1.0,0.0,116520.07
223222,571,0,1,26.0,8,0.0,2,1.0,1.0,68400.17
223223,589,2,1,26.0,5,0.0,2,1.0,0.0,149697.95
223224,727,2,1,29.0,5,82879.31,1,1.0,0.0,140931.62
223225,735,0,1,34.0,7,0.0,2,1.0,1.0,147913.56
223226,639,0,1,33.0,9,0.0,2,1.0,0.0,130137.96
223227,652,1,0,41.0,1,132835.56,2,1.0,1.0,152039.67
223228,648,0,0,50.0,9,0.0,1,0.0,1.0,86911.49
223229,661,0,0,41.0,9,112290.78,1,0.0,0.0,163331.72
223230,705,0,0,29.0,8,133301.34,1,0.0,1.0,20955.03
223231,655,1,1,38.0,9,139986.54,2,0.0,1.0,113581.85
223232,644,2,1,32.0,8,0.0,2,1.0,0.0,104769.96
223233,641,0,1,31.0,1,0.0,2,1.0,0.0,142331.85
223234,622,1,0,33.0,2,119741.77,2,1.0,0.0,149913.84
223235,581,0,0,49.0,3,0.0,2,1.0,0.0,50123.44
223236,645,0,0,29.0,8,0.0,2,0.0,0.0,82937.82
223237,695,1,1,46.0,3,139986.54,1,1.0,0.0,93844.89
223238,651,0,1,36.0,3,0.0,2,1.0,0.0,120893.07
223239,584,0,0,38.0,8,0.0,2,0.0,1.0,74550.92
223240,699,0,1,36.0,8,124580.16,1,1.0,0.0,126565.19
223241,754,1,1,50.0,9,130809.77,1,1.0,0.0,152298.28
223242,642,0,1,30.0,2,0.0,2,1.0,1.0,59816.41
223243,697,0,1,32.0,9,0.0,2,1.0,1.0,89566.64
223244,707,0,0,48.0,4,92053.0,2,1.0,1.0,164064.44
223245,523,1,0,33.0,1,139986.54,2,0.0,0.0,90270.16
223246,719,0,0,35.0,9,0.0,2,1.0,0.0,170829.87
223247,732,2,1,40.0,9,0.0,2,0.0,1.0,158973.85
223248,627,0,0,50.0,4,0.0,2,0.0,1.0,62449.92
223249,754,1,1,36.0,2,92616.64,1,1.0,0.0,20955.03
223250,558,1,1,50.0,10,111388.18,1,0.0,0.0,57844.26
223251,555,1,1,31.0,3,139986.54,1,1.0,0.0,61843.73
223252,754,0,1,33.0,2,132150.26,2,0.0,0.0,23067.97
223253,635,0,0,35.0,5,0.0,2,1.0,0.0,168080.53
223254,745,0,0,35.0,3,0.0,1,0.0,0.0,163535.55
223255,585,0,0,34.0,9,0.0,1,1.0,1.0,75503.6
223256,679,0,0,32.0,2,139986.54,1,1.0,1.0,171020.08
223257,663,0,1,33.0,2,61691.45,1,1.0,1.0,92347.95
223258,728,0,0,30.0,10,114835.43,1,0.0,1.0,37662.49
223259,711,0,1,45.0,3,0.0,2,1.0,0.0,120107.5
223260,644,0,1,36.0,1,0.0,2,1.0,1.0,25407.59
223261,729,1,0,30.0,4,113096.41,2,0.0,1.0,46791.09
223262,523,2,1,44.0,6,0.0,1,1.0,1.0,152884.85
223263,743,0,0,36.0,7,0.0,2,0.0,1.0,20955.03
223264,530,0,0,39.0,0,0.0,2,0.0,0.0,84420.5
223265,633,1,0,50.0,8,97652.96,1,1.0,0.0,127332.33
223266,739,1,1,26.0,4,118886.55,1,0.0,0.0,51636.7
223267,624,0,1,37.0,9,139986.54,1,0.0,0.0,53437.53
223268,671,0,1,29.0,6,0.0,1,1.0,0.0,160532.88
223269,592,0,1,34.0,6,0.0,2,1.0,1.0,99800.87
223270,523,0,1,38.0,7,118577.24,1,1.0,1.0,176750.81
223271,691,1,0,35.0,3,131854.34,2,1.0,1.0,77516.36
223272,653,0,1,33.0,4,0.0,1,1.0,1.0,52820.13
223273,622,0,1,32.0,2,139986.54,1,1.0,1.0,149043.78
223274,591,0,1,26.0,10,118392.75,1,1.0,1.0,132846.88
223275,634,0,1,50.0,10,106415.57,2,1.0,1.0,122960.98
223276,723,2,0,26.0,7,0.0,2,1.0,0.0,90839.61
223277,678,0,1,50.0,8,0.0,2,0.0,0.0,47117.03
223278,666,0,0,27.0,9,85225.21,2,1.0,0.0,64511.44
223279,754,0,1,50.0,9,0.0,1,0.0,1.0,131167.27
223280,709,0,0,35.0,1,0.0,2,1.0,0.0,118029.09
223281,686,0,1,35.0,5,0.0,2,0.0,1.0,147600.54
223282,676,2,1,39.0,7,0.0,1,1.0,0.0,176750.81
223283,554,0,1,32.0,1,0.0,2,1.0,0.0,167984.72
223284,525,1,1,50.0,4,133871.05,1,0.0,0.0,57519.62
223285,717,1,1,45.0,5,139986.54,1,1.0,0.0,163556.37
223286,523,1,1,28.0,8,132405.52,2,0.0,0.0,104889.2
223287,678,0,1,35.0,5,0.0,2,1.0,0.0,57553.62
223288,669,0,0,36.0,2,0.0,2,1.0,0.0,143565.28
223289,733,0,0,41.0,5,0.0,2,1.0,1.0,176713.47
223290,530,0,0,32.0,2,0.0,2,1.0,0.0,176750.81
223291,595,2,1,40.0,3,105249.66,1,1.0,0.0,143061.49
223292,616,0,0,49.0,5,99167.82,1,1.0,0.0,131237.82
223293,693,1,0,38.0,9,119413.62,2,0.0,0.0,62469.07
223294,649,0,1,26.0,7,134790.18,1,1.0,1.0,111138.27
223295,616,0,1,30.0,6,91216.0,1,1.0,0.0,162699.7
223296,741,0,1,35.0,5,0.0,2,1.0,1.0,155711.64
223297,681,2,1,36.0,9,0.0,2,1.0,0.0,132436.46
223298,646,0,1,41.0,2,118336.64,1,1.0,0.0,114323.28
223299,718,0,1,30.0,4,0.0,2,1.0,1.0,60908.49
223300,627,0,1,27.0,0,0.0,2,1.0,0.0,77027.34
223301,754,1,0,33.0,6,127211.45,1,0.0,0.0,176750.81
223302,584,1,1,38.0,3,97700.02,2,1.0,0.0,145792.01
223303,717,2,1,42.0,2,124978.17,1,1.0,1.0,89513.24
223304,662,0,1,34.0,6,0.0,2,1.0,0.0,40333.03
223305,699,0,1,32.0,2,0.0,2,1.0,0.0,108764.69
223306,754,0,0,38.0,5,0.0,2,1.0,1.0,51380.11
223307,540,2,1,50.0,5,0.0,2,0.0,1.0,95421.0
223308,656,0,1,26.0,9,103499.43,1,0.0,0.0,79240.09
223309,711,0,1,36.0,5,0.0,2,0.0,1.0,142763.38
223310,722,0,0,40.0,4,0.0,1,0.0,1.0,152883.95
223311,683,1,0,49.0,0,115730.71,2,1.0,1.0,171045.65
223312,653,0,0,41.0,9,0.0,1,1.0,0.0,147090.9
223313,649,0,0,41.0,4,0.0,2,1.0,1.0,44099.75
223314,703,2,1,43.0,7,99685.06,1,1.0,1.0,114474.98
223315,666,0,0,33.0,6,0.0,1,1.0,1.0,41549.64
223316,629,0,0,36.0,1,115934.74,1,0.0,1.0,139059.05
223317,714,0,0,31.0,9,139986.54,1,1.0,1.0,176750.81
223318,539,2,1,30.0,2,0.0,1,1.0,1.0,48189.94
223319,592,0,0,50.0,1,0.0,1,0.0,1.0,176750.81
223320,749,1,0,50.0,5,102785.3,1,1.0,1.0,122949.99
223321,706,1,1,33.0,1,118897.1,1,1.0,0.0,26362.4
223322,593,1,1,28.0,2,107871.72,2,1.0,0.0,92381.01
223323,753,0,0,38.0,7,139986.54,1,0.0,1.0,33730.43
223324,711,2,0,34.0,3,0.0,2,1.0,0.0,40333.94
223325,675,2,1,36.0,3,91068.56,1,1.0,0.0,57876.62
223326,754,1,1,49.0,0,123894.22,1,1.0,0.0,80410.68
223327,723,0,0,26.0,8,136291.71,1,0.0,0.0,54113.38
223328,697,2,0,35.0,8,0.0,2,1.0,1.0,166650.8
223329,609,1,0,50.0,3,127864.4,1,1.0,1.0,78616.92
223330,592,0,1,28.0,1,0.0,2,1.0,0.0,123587.83
223331,527,2,0,36.0,1,0.0,1,1.0,1.0,102280.29
223332,715,0,1,50.0,5,0.0,2,1.0,1.0,35600.25
223333,656,0,1,39.0,6,0.0,2,1.0,0.0,49374.82
223334,562,2,0,41.0,3,139986.54,1,1.0,0.0,171482.56
223335,684,2,1,44.0,5,0.0,2,0.0,1.0,152884.85
223336,659,0,0,50.0,5,105566.21,1,1.0,1.0,173365.56
223337,676,1,0,39.0,1,139986.54,2,1.0,1.0,176750.81
223338,687,1,0,50.0,3,126471.19,1,1.0,1.0,162511.17
223339,751,2,1,45.0,4,122918.64,1,1.0,1.0,159800.16
223340,628,0,0,29.0,2,0.0,2,1.0,0.0,54487.43
223341,721,0,1,47.0,9,0.0,1,1.0,0.0,20955.03
223342,627,0,1,42.0,3,0.0,2,1.0,0.0,20955.03
223343,754,2,1,29.0,9,117412.19,2,1.0,0.0,20955.03
223344,607,0,1,30.0,6,108528.96,1,1.0,1.0,118962.55
223345,611,2,0,50.0,7,110368.03,1,1.0,1.0,143318.76
223346,726,1,0,50.0,4,107720.64,1,1.0,1.0,89566.74
223347,718,0,0,37.0,8,121434.04,1,1.0,1.0,161465.31
223348,624,0,1,32.0,8,102783.49,1,1.0,1.0,87949.49
223349,638,0,1,35.0,1,0.0,2,1.0,0.0,164162.44
223350,682,0,0,32.0,9,0.0,2,1.0,1.0,176750.81
223351,670,0,1,34.0,5,0.0,2,1.0,1.0,176750.81
223352,664,0,1,40.0,6,0.0,1,1.0,0.0,122073.48
223353,630,2,0,26.0,2,85818.18,1,1.0,1.0,133102.3
223354,561,0,1,39.0,1,0.0,2,1.0,0.0,152097.02
223355,601,2,0,26.0,2,0.0,2,1.0,1.0,20955.03
223356,699,0,0,36.0,7,0.0,2,0.0,0.0,82870.75
223357,537,0,1,40.0,9,0.0,2,1.0,0.0,92053.75
223358,576,2,1,38.0,6,129947.14,2,0.0,0.0,91407.78
223359,701,0,0,31.0,2,0.0,2,1.0,0.0,65765.22
223360,731,0,1,38.0,1,0.0,2,1.0,1.0,152996.79
223361,754,0,1,50.0,3,0.0,1,1.0,1.0,164741.5
223362,584,0,1,42.0,3,0.0,2,0.0,1.0,20955.03
223363,712,0,0,33.0,2,0.0,1,0.0,1.0,79176.09
223364,637,0,1,36.0,7,139986.54,1,1.0,1.0,102908.91
223365,628,1,1,45.0,4,124730.26,1,1.0,1.0,51999.5
223366,577,2,1,50.0,5,112755.5,2,1.0,0.0,123875.22
223367,645,0,0,34.0,8,0.0,2,1.0,0.0,176750.81
223368,610,0,1,37.0,3,0.0,1,1.0,1.0,161217.82
223369,648,1,1,36.0,8,116197.65,2,1.0,1.0,86701.4
223370,616,0,0,43.0,6,0.0,2,1.0,0.0,176750.81
223371,584,0,1,30.0,9,0.0,2,1.0,0.0,168816.22
223372,653,2,1,39.0,5,123081.32,1,1.0,0.0,110560.14
223373,569,0,0,26.0,2,0.0,1,1.0,0.0,147600.54
223374,634,1,0,43.0,7,116269.63,2,1.0,0.0,172363.31
223375,643,0,1,40.0,9,127103.97,1,1.0,0.0,168834.41
223376,596,2,1,31.0,8,0.0,2,1.0,1.0,107876.2
223377,679,0,1,44.0,9,139986.54,1,1.0,0.0,93840.68
223378,652,0,0,50.0,8,93978.96,1,0.0,1.0,57549.65
223379,754,0,0,26.0,7,0.0,2,0.0,1.0,126537.98
223380,754,1,0,31.0,7,139986.54,2,0.0,1.0,176750.81
223381,652,0,1,50.0,4,0.0,2,1.0,0.0,154870.28
223382,658,0,0,37.0,8,0.0,1,1.0,1.0,20955.03
223383,557,0,1,30.0,6,87609.68,2,1.0,0.0,137674.55
223384,667,0,0,27.0,3,99513.91,2,1.0,0.0,131753.97
223385,633,2,0,29.0,6,114512.59,1,1.0,0.0,163257.44
223386,621,1,0,42.0,1,114421.72,2,0.0,1.0,145537.93
223387,574,0,1,34.0,6,93183.19,1,1.0,1.0,73882.49
223388,686,0,1,32.0,5,0.0,2,1.0,1.0,162756.44
223389,754,0,1,40.0,5,61688.61,1,1.0,0.0,143345.69
223390,752,0,0,33.0,7,0.0,1,1.0,1.0,71557.12
223391,691,2,1,40.0,1,0.0,2,1.0,1.0,145613.17
223392,710,2,1,50.0,1,139986.54,1,0.0,0.0,111442.71
223393,714,0,1,34.0,6,0.0,2,0.0,0.0,105760.01
223394,754,1,1,35.0,8,91087.99,1,0.0,0.0,121132.9
223395,523,0,0,26.0,5,116022.53,2,1.0,1.0,37577.66
223396,592,0,0,41.0,4,0.0,2,1.0,0.0,74838.64
223397,637,0,1,38.0,7,0.0,2,1.0,1.0,108872.45
223398,709,0,1,49.0,2,0.0,1,1.0,0.0,84920.49
223399,627,2,1,27.0,7,0.0,2,1.0,1.0,118973.33
223400,673,0,1,28.0,9,0.0,2,1.0,1.0,170968.54
223401,715,0,0,33.0,2,139986.54,1,1.0,1.0,92915.61
223402,744,0,0,40.0,9,0.0,2,1.0,0.0,38772.65
223403,573,2,1,37.0,9,0.0,2,1.0,1.0,163726.58
223404,754,0,1,38.0,5,131938.51,1,1.0,0.0,119747.08
223405,652,0,0,47.0,2,0.0,2,0.0,1.0,108645.85
223406,662,0,1,45.0,3,118028.82,2,1.0,0.0,80775.54
223407,633,0,0,27.0,5,0.0,2,0.0,0.0,77500.68
223408,754,0,1,34.0,7,0.0,2,1.0,0.0,53477.76
223409,632,2,1,27.0,0,0.0,2,0.0,0.0,114448.77
223410,707,1,1,28.0,1,139986.54,1,1.0,0.0,176750.81
223411,652,0,0,36.0,2,0.0,1,0.0,1.0,167749.54
223412,638,2,0,40.0,2,0.0,2,1.0,1.0,49848.86
223413,708,1,0,33.0,3,93716.07,2,1.0,0.0,94811.2
223414,627,0,0,39.0,8,0.0,2,0.0,0.0,107867.38
223415,712,1,0,35.0,2,123675.69,1,1.0,1.0,20955.03
223416,624,2,1,35.0,0,0.0,1,0.0,1.0,87310.59
223417,651,2,1,28.0,3,79858.13,1,1.0,1.0,127977.66
223418,754,0,0,32.0,7,139986.54,1,1.0,1.0,45610.03
223419,753,0,1,46.0,8,0.0,2,1.0,0.0,90747.94
223420,571,0,1,40.0,7,0.0,2,1.0,0.0,169861.3
223421,683,0,0,39.0,8,0.0,2,0.0,1.0,157791.09
223422,597,0,1,28.0,3,0.0,2,1.0,1.0,166850.57
223423,654,0,1,28.0,2,0.0,1,1.0,1.0,20955.03
223424,652,0,1,46.0,0,0.0,1,0.0,1.0,158313.87
223425,604,1,0,50.0,10,113537.73,1,1.0,0.0,131301.74
223426,696,0,0,36.0,5,0.0,1,1.0,1.0,62845.64
223427,633,0,0,47.0,1,0.0,1,0.0,1.0,116051.46
223428,632,2,1,32.0,5,0.0,2,0.0,0.0,161668.15
223429,691,0,1,31.0,9,0.0,2,1.0,1.0,20955.03
223430,754,0,0,34.0,9,0.0,2,0.0,1.0,176750.81
223431,686,0,1,37.0,7,0.0,2,1.0,1.0,118913.53
223432,586,2,0,39.0,6,131341.46,1,1.0,0.0,166425.48
223433,707,0,1,46.0,7,0.0,2,1.0,1.0,127558.25
223434,648,2,1,40.0,5,0.0,2,1.0,1.0,52990.7
223435,598,2,1,45.0,6,0.0,2,1.0,0.0,81602.02
223436,682,0,1,35.0,2,0.0,2,1.0,0.0,170819.01
223437,656,2,0,50.0,4,0.0,2,1.0,1.0,176750.81
223438,714,0,0,38.0,3,0.0,2,0.0,0.0,111149.88
223439,588,2,1,34.0,10,62094.71,1,0.0,0.0,79078.91
223440,569,1,1,43.0,2,92616.64,1,1.0,0.0,20955.03
223441,754,0,1,35.0,7,0.0,2,0.0,1.0,124489.77
223442,549,2,1,33.0,6,0.0,2,0.0,0.0,49684.83
223443,616,0,0,28.0,2,0.0,2,1.0,0.0,143964.51
223444,741,0,0,45.0,5,0.0,1,1.0,0.0,49594.02
223445,712,2,0,34.0,2,73497.04,1,1.0,0.0,73350.78
223446,729,2,0,39.0,5,0.0,2,1.0,0.0,26249.86
223447,537,0,1,43.0,2,0.0,1,1.0,0.0,66586.55
223448,628,0,0,30.0,6,0.0,2,1.0,0.0,92940.54
223449,628,1,1,32.0,3,111396.97,1,1.0,0.0,167032.49
223450,730,0,1,34.0,1,0.0,2,1.0,1.0,71519.5
223451,596,0,1,42.0,1,0.0,2,0.0,0.0,158750.43
223452,523,1,1,29.0,8,124828.46,2,0.0,0.0,176750.81
223453,754,0,1,26.0,7,111852.84,2,0.0,1.0,20955.03
223454,667,0,1,29.0,6,0.0,2,1.0,0.0,79871.16
223455,622,0,1,41.0,9,0.0,2,1.0,0.0,155799.86
223456,651,0,1,43.0,8,0.0,2,1.0,0.0,133020.9
223457,721,0,0,31.0,5,0.0,2,1.0,0.0,49594.02
223458,712,0,1,34.0,5,139986.54,1,1.0,1.0,72650.6
223459,733,2,1,28.0,9,0.0,2,1.0,1.0,103726.71
223460,628,0,1,31.0,4,0.0,2,1.0,0.0,141927.9
223461,582,0,1,43.0,1,0.0,2,0.0,1.0,79078.91
223462,669,2,0,26.0,4,0.0,1,1.0,1.0,91359.63
223463,678,0,1,50.0,5,128914.97,1,0.0,0.0,176750.81
223464,667,2,0,41.0,2,0.0,2,1.0,1.0,169203.51
223465,583,2,1,31.0,3,0.0,1,1.0,1.0,88877.22
223466,754,2,0,30.0,3,0.0,1,0.0,1.0,114951.42
223467,703,2,1,41.0,3,0.0,2,1.0,0.0,136425.79
223468,727,0,0,33.0,4,0.0,1,1.0,0.0,176750.81
223469,729,0,1,50.0,9,0.0,1,1.0,0.0,89017.38
223470,628,0,1,39.0,3,0.0,2,1.0,1.0,72462.81
223471,745,0,1,33.0,7,0.0,2,1.0,0.0,131241.19
223472,663,0,0,42.0,1,0.0,2,1.0,0.0,88827.31
223473,714,0,1,34.0,3,0.0,2,1.0,0.0,114951.42
223474,681,2,1,43.0,6,0.0,2,1.0,0.0,112491.96
223475,646,1,0,50.0,1,122570.69,2,1.0,1.0,64945.57
223476,603,0,1,30.0,8,0.0,2,1.0,0.0,155786.39
223477,671,2,1,42.0,7,0.0,2,1.0,0.0,140881.2
223478,614,0,0,50.0,9,0.0,1,1.0,1.0,83478.89
223479,754,0,1,36.0,1,104077.19,2,0.0,1.0,68594.0
223480,645,0,1,39.0,4,0.0,1,1.0,1.0,131778.58
223481,653,2,0,50.0,3,0.0,2,1.0,1.0,124486.27
223482,754,0,0,37.0,2,0.0,2,1.0,1.0,25136.49
223483,527,2,0,32.0,4,0.0,1,1.0,0.0,94739.2
223484,658,0,1,39.0,7,0.0,2,0.0,1.0,48378.4
223485,706,0,1,28.0,7,0.0,2,0.0,0.0,151645.96
223486,724,0,1,31.0,8,0.0,2,1.0,0.0,44335.54
223487,554,0,1,36.0,4,0.0,1,1.0,0.0,176750.81
223488,701,0,1,50.0,2,0.0,2,0.0,1.0,176750.81
223489,679,0,0,28.0,1,0.0,2,1.0,1.0,126761.5
223490,751,0,1,32.0,8,0.0,1,0.0,0.0,80120.19
223491,581,1,0,49.0,2,122521.65,1,1.0,0.0,131312.52
223492,744,0,0,41.0,9,0.0,2,0.0,1.0,58601.28
223493,703,0,0,34.0,7,0.0,2,1.0,1.0,170984.97
223494,634,2,0,36.0,1,0.0,2,1.0,1.0,143960.72
223495,709,2,1,27.0,7,115285.84,1,1.0,1.0,153698.65
223496,671,2,1,32.0,7,0.0,2,1.0,1.0,176713.23
223497,663,0,0,35.0,5,0.0,2,1.0,1.0,82565.01
223498,645,2,0,33.0,2,102918.13,1,1.0,0.0,20955.03
223499,579,0,1,35.0,10,0.0,2,1.0,0.0,176750.81
223500,582,0,0,41.0,5,0.0,2,1.0,1.0,140724.19
223501,577,1,0,26.0,9,121677.97,1,0.0,0.0,143855.29
223502,748,0,0,34.0,2,0.0,2,1.0,0.0,53584.03
223503,607,0,1,44.0,0,0.0,1,1.0,0.0,29818.2
223504,641,0,1,30.0,3,0.0,1,1.0,1.0,141946.96
223505,725,0,1,33.0,5,0.0,2,0.0,0.0,109523.88
223506,617,0,1,30.0,9,0.0,2,0.0,1.0,20955.03
223507,754,2,1,33.0,7,0.0,1,1.0,1.0,26589.35
223508,699,0,1,46.0,1,0.0,2,1.0,1.0,109659.17
223509,637,2,1,29.0,5,0.0,2,1.0,0.0,120511.02
223510,685,0,1,36.0,6,0.0,1,0.0,1.0,141553.09
223511,579,2,1,35.0,9,0.0,2,1.0,1.0,45978.39
223512,731,2,0,38.0,6,0.0,2,1.0,0.0,64731.48
223513,523,2,0,26.0,6,136214.08,2,0.0,0.0,159742.33
223514,724,0,1,33.0,5,131394.56,1,1.0,1.0,154491.39
223515,595,2,0,42.0,7,0.0,1,1.0,0.0,172576.43
223516,652,2,1,50.0,2,0.0,1,1.0,0.0,82820.85
223517,584,0,0,39.0,6,0.0,1,1.0,0.0,35199.84
223518,630,2,0,39.0,7,135483.17,2,1.0,0.0,140881.2
223519,590,0,1,32.0,2,0.0,2,0.0,1.0,59249.83
223520,727,0,1,37.0,8,0.0,2,0.0,0.0,81602.02
223521,579,0,1,31.0,6,0.0,2,1.0,1.0,135815.38
223522,676,2,0,32.0,7,0.0,1,1.0,1.0,138851.24
223523,614,2,1,26.0,8,0.0,2,0.0,0.0,162515.49
223524,628,0,0,32.0,2,0.0,2,0.0,0.0,106849.68
223525,523,1,1,26.0,3,132447.77,1,1.0,0.0,20955.03
223526,680,0,1,34.0,5,0.0,2,1.0,0.0,71333.44
223527,559,0,0,34.0,4,114027.7,1,1.0,1.0,74322.85
223528,685,1,1,32.0,6,126477.35,2,1.0,0.0,88890.05
223529,640,0,1,35.0,5,134180.48,1,1.0,0.0,79981.09
223530,745,0,0,50.0,7,0.0,1,1.0,0.0,171344.48
223531,523,0,0,33.0,2,0.0,2,0.0,0.0,176750.81
223532,710,1,1,35.0,2,108863.25,1,1.0,0.0,163463.82
223533,597,0,0,43.0,8,0.0,2,0.0,0.0,113563.64
223534,598,1,0,40.0,5,76510.52,1,1.0,1.0,156792.89
223535,594,0,0,26.0,4,0.0,2,0.0,0.0,139994.68
223536,652,0,1,40.0,1,0.0,2,1.0,0.0,20955.03
223537,569,2,1,27.0,6,0.0,2,1.0,1.0,176750.81
223538,754,1,0,36.0,3,124493.03,1,1.0,0.0,52583.79
223539,646,0,1,33.0,4,0.0,2,1.0,1.0,176750.81
223540,523,2,0,41.0,4,90826.27,1,1.0,0.0,28367.21
223541,622,0,0,48.0,3,0.0,2,1.0,1.0,81861.1
223542,741,2,0,33.0,4,0.0,2,0.0,0.0,83681.46
223543,654,2,1,34.0,8,139986.54,2,0.0,0.0,160532.82
223544,754,2,1,46.0,5,90194.45,1,1.0,1.0,148736.46
223545,645,2,1,50.0,8,0.0,2,1.0,1.0,171045.31
223546,754,0,1,36.0,6,0.0,2,1.0,1.0,155892.89
223547,754,1,0,50.0,8,121669.93,2,0.0,0.0,25571.37
223548,627,2,1,46.0,3,104822.41,1,0.0,0.0,105599.85
223549,678,0,0,39.0,7,121729.42,2,1.0,1.0,46415.09
223550,731,0,0,47.0,1,115414.19,2,1.0,0.0,176750.81
223551,619,1,0,41.0,0,118899.45,1,1.0,0.0,134612.97
223552,587,2,0,36.0,5,0.0,2,1.0,0.0,91763.92
223553,679,0,0,33.0,1,136622.34,2,1.0,1.0,38252.25
223554,719,1,0,50.0,2,139986.54,2,0.0,1.0,78770.97
223555,710,0,0,50.0,8,0.0,2,1.0,1.0,33741.84
223556,619,1,0,39.0,2,114737.26,1,1.0,0.0,69157.93
223557,595,0,1,33.0,2,0.0,1,1.0,0.0,155796.01
223558,718,1,0,33.0,7,112650.89,2,1.0,1.0,176750.81
223559,652,1,0,40.0,10,117551.24,1,0.0,1.0,117551.23
223560,591,0,1,41.0,0,0.0,1,1.0,0.0,176750.81
223561,684,0,0,35.0,1,0.0,1,1.0,0.0,88697.04
223562,724,0,0,34.0,7,136082.0,2,1.0,0.0,62746.54
223563,731,0,0,35.0,5,63349.75,1,1.0,1.0,120830.73
